file_path,Gender,Emotion,Unique_code,audio,features,encoded_emotion,voice_to_text
./voice_data/M-A3-C-001-0111.wav,M,Angry,0111,"[-8.98284634e-05 -1.33604932e-04 -1.16037874e-04 ... -3.99964774e-05
 -4.35633920e-05 -3.06197144e-05]","[-282.58694      60.62518     -16.84888      30.794067     -2.0251458
   -8.191417      3.1760476     1.6850553   -23.106178     -2.776946
   -2.5248814    -5.723639      1.2586995    -3.9374807    -5.0055757
   -1.5741854    -7.032139     -1.7243136    -6.145763      1.646237
   -6.6716914    -0.7589111    -6.0044727    -6.2605796    -1.4533011
   -4.0228934    -8.952823      1.1181006    -4.209665     -3.048728
   -1.5087245     0.42963958    2.0116131     2.4254913     3.8865716
    3.825847      4.730843      3.6030037     4.7133923     5.221504  ]",0,한 건지 정말 미치겠네 
./voice_data/M-A3-C-001-0112.wav,M,Angry,0112,"[-3.3767338e-07  6.4862314e-07 -1.0381049e-06 ... -2.0420190e-04
 -1.9907340e-04 -2.1372600e-04]","[-237.96625      87.8391      -18.653524     23.147255    -10.9191
  -18.70539       3.26327       4.0453134   -29.278875     -4.072395
   -0.85402703   -6.1972036    -5.3594055    -2.464813     -7.6181874
   -4.157609     -8.171578     -0.67552024   -7.623997      4.93594
   -7.413785     -2.237008     -4.7529488    -4.960907     -2.614428
   -5.1590576    -7.9825163     2.2823217    -1.9301864     2.0329537
    3.9262495     5.4512906     4.216826      2.7023134     1.9987004
    2.9540107     3.2305355     4.11269       4.0506673     4.572876  ]",0,할 수도 없고 말해서도 안 된다니 구라 하는게 말이 되나 
./voice_data/M-A3-C-001-0113.wav,M,Angry,0113,"[4.7874222e-05 1.3370604e-04 1.1049349e-04 ... 2.0861281e-04 1.9618464e-04
 2.1366592e-04]","[-3.2706186e+02  6.3866531e+01 -1.1321722e+01  2.9429098e+01
  9.6228075e+00 -4.4064016e+00  3.9808390e+00 -2.7593586e-01
 -1.9533709e+01 -1.8138034e+00 -2.8192971e+00 -2.8043225e+00
 -3.2274583e-01 -1.3546181e+00 -1.8080317e+00  1.1423744e+00
 -5.9901781e+00 -1.1765958e+00 -4.1763163e+00  3.0614870e+00
 -7.7226663e+00 -1.7506541e-01 -4.9146419e+00 -3.1199441e+00
  9.5004660e-01 -3.0227919e+00 -3.0299428e+00  3.8636200e+00
 -1.1223347e+00  2.4247925e+00  2.1799669e+00  2.7936810e-01
 -6.2339450e-03 -5.8068756e-02 -2.1640797e+00 -6.3147312e-01
  3.9958185e-01 -2.5377747e-01  3.4354088e-01  3.6526871e+00]",0,적들 잡히다니 
./voice_data/M-A3-C-001-0114.wav,M,Angry,0114,"[-2.3706498e-06  2.7310225e-06 -3.2350511e-06 ... -3.9430424e-06
 -4.8883718e-05 -2.6559634e-05]","[-3.4403748e+02  5.8204033e+01 -5.4072108e+00  2.3402674e+01
  6.8413538e-01 -4.5730782e+00  3.1377323e+00  2.8531852e+00
 -1.7554079e+01 -4.5997677e+00 -3.8371000e+00 -6.0229721e+00
 -9.3166821e-02 -4.2791939e+00 -4.1084399e+00  6.2556982e-01
 -4.7090707e+00 -6.8183964e-01 -5.5435376e+00  1.8891299e+00
 -5.1258621e+00 -8.8247061e-01 -3.8815114e+00 -3.5026565e+00
 -4.3089027e+00 -2.2586205e+00 -4.5352955e+00 -1.3508315e+00
 -9.7808886e-01  1.0842927e+00  1.0072130e+00  2.1160917e+00
  2.2937589e+00  1.9555072e+00  1.2261375e-01  1.3838049e+00
  9.3979007e-01  1.5251380e+00  2.3620014e+00  3.9959304e+00]",0,재수가 없네 
./voice_data/M-A3-C-001-0115.wav,M,Angry,0115,"[2.9303383e-05 4.5717454e-05 3.7993610e-05 ... 3.4950653e-04 4.2346705e-04
 3.0262000e-04]","[-298.91037      61.623188     -6.688009     32.215572      2.4771335
   -7.9503055     3.1276557     5.9806285   -21.581436     -8.160354
   -7.0929747    -5.5994697    -0.8322058    -6.1845775    -7.132556
    1.9905078    -6.1180854    -3.8281438    -6.009375      2.8400955
  -10.082887     -1.716443     -5.8043365    -5.626386     -4.765445
   -2.8267       -5.2157116     0.39231065    1.3785475     3.6934075
    4.8299923     5.3794417     5.6647515     3.7348647     3.4018862
    5.0404606     5.5509953     4.331149      3.7322319     2.919593  ]",0,놈 같으니 
./voice_data/M-A3-C-001-0116.wav,M,Angry,0116,"[-2.8604305e-05 -4.4591263e-05 -3.7593949e-05 ...  1.4014924e-07
 -1.5922355e-07  1.6733915e-07]","[-3.0399368e+02  6.6361038e+01 -3.6760683e+00  1.6895807e+01
 -2.1679097e-01 -2.4684021e+00  6.0735116e+00  4.3580332e+00
 -2.2043839e+01 -4.2313194e+00 -5.7390881e-01 -2.5669889e+00
  2.1600688e-01 -1.6897293e+00 -4.7616711e+00 -9.2880994e-01
 -6.1918130e+00 -8.9438248e-01 -8.3821831e+00  1.5408285e+00
 -4.8355317e+00 -2.6698937e+00 -2.0368760e+00 -7.8727281e-01
 -2.7058647e+00 -6.0279077e-01 -4.7633862e+00  1.6031855e-01
  9.0914093e-02  5.5342561e-01 -1.0486934e+00  1.4048290e-01
 -2.1205892e-01 -2.2317265e-01 -2.5504848e-01  3.1675251e+00
  2.2354889e+00  2.2426174e+00  2.0174897e+00  2.5666585e+00]",0,날 속였군요 
./voice_data/M-A3-C-001-0117.wav,M,Angry,0117,"[ 2.9992803e-05  4.3845714e-05  3.8809332e-05 ... -2.7947341e-05
 -2.4171608e-05 -3.9839320e-05]","[-272.31534      58.3697      -10.092193     37.601696     -2.4037113
  -11.790433      1.5837288     3.5410357   -16.93761      -6.794209
   -5.1610475    -7.297949     -3.8485198    -1.5381302    -6.2934737
   -1.0068557    -6.144546     -1.2088702    -8.5471        3.4914787
   -7.2965226    -1.8532226    -4.007896     -4.6928377    -3.0646799
   -0.82066554   -8.27583       1.2347811    -0.79927963    1.2285419
    1.1780337     1.8252759    -0.70186275    2.4312882     0.66478884
    1.6187657     1.9162507     1.7379733     1.5931213     2.5977533 ]",0,날 속이다니 
./voice_data/M-A3-C-001-0118.wav,M,Angry,0118,[0.00023911 0.00035095 0.00029888 ... 0.00013098 0.00010727 0.00015626],"[-3.0633475e+02  6.0687107e+01 -9.5818634e+00  3.2245075e+01
  3.8656271e+00 -6.5979586e+00  5.7142377e+00  9.7314100e+00
 -2.0400087e+01 -8.9367180e+00 -4.8187714e+00 -7.8581023e+00
  1.4351701e+00 -3.8400407e+00 -7.5376644e+00  2.5574303e+00
 -5.7596173e+00 -1.2760478e+00 -5.4046464e+00  1.7996320e+00
 -4.8458843e+00 -2.1852403e+00 -5.7238193e+00 -3.6218193e+00
 -2.0256436e+00 -3.1959367e+00 -5.3585863e-01  3.9777026e+00
  1.9900221e+00  3.8734465e+00  2.7322068e+00  2.4896910e+00
  4.5582991e+00  3.4507363e+00  2.9878657e+00  3.1009669e+00
  1.5240532e+00  2.3904836e-02  2.3303721e+00  3.1376536e+00]",0,눈물도 없는 것 같으니 
./voice_data/M-A3-C-001-0119.wav,M,Angry,0119,"[-2.4844141e-04 -3.9346289e-04 -3.4631434e-04 ...  1.1287399e-04
  1.3098799e-04  5.8631445e-05]","[-2.6762576e+02  5.9929920e+01 -3.8439026e+00  2.8405764e+01
 -4.2558045e+00 -7.2238646e+00 -1.0449644e+00  7.5470185e+00
 -2.2504791e+01 -4.4664302e+00 -5.8199573e+00 -7.5252271e+00
 -1.0714321e+00 -1.6782025e+00 -8.8161058e+00  8.3372325e-02
 -7.3383775e+00 -2.2258909e+00 -6.8071542e+00  1.1071824e+00
 -5.7008753e+00 -2.9830081e+00 -4.7415214e+00 -6.6081080e+00
 -2.2209451e+00  2.5255287e+00  4.5219555e-01  5.6919570e+00
  3.8651831e+00  3.7356880e+00  2.3403606e+00  6.2406797e+00
  6.3227181e+00  3.9338672e+00 -3.1479698e-01 -9.6467769e-01
 -5.7110414e-03  2.6528318e+00  4.3445115e+00  2.5416098e+00]",0,개집 같으니라고 
./voice_data/M-A3-C-001-0120.wav,M,Angry,0120,"[-1.5369519e-04 -2.1437788e-04 -1.9853556e-04 ...  6.4409351e-06
  2.9566239e-05  1.5392996e-05]","[-3.18172485e+02  6.28571701e+01 -6.61162281e+00  2.15557480e+01
 -7.58194160e+00 -8.67280865e+00  1.09640465e+01  5.92204952e+00
 -2.26061058e+01 -4.95172119e+00 -5.10919523e+00 -4.50090361e+00
  4.07402992e+00 -1.02676797e+00 -5.94266558e+00  2.46593267e-01
 -6.78367186e+00 -2.07367229e+00 -7.60381508e+00  2.80682087e-01
 -7.83929014e+00 -5.32288361e+00 -2.66719270e+00 -2.11006665e+00
  1.97235024e+00  7.43286753e+00  3.07226896e+00  7.62438202e+00
  4.88072425e-01 -3.24818403e-01  5.20794272e-01  1.95197117e+00
  2.40672994e+00 -1.15760520e-01 -2.38079500e+00 -6.62531316e-01
  1.55317819e+00  1.90905476e+00  1.11159146e+00  1.38777375e+00]",0,
./voice_data/M-A3-C-001-0121.wav,M,Angry,0121,"[-8.8372741e-05 -1.3379053e-04 -1.1392902e-04 ...  9.0276553e-05
  1.4003921e-04  8.5609216e-05]","[-269.82587      81.96895      -6.091762     29.08525       0.72091395
   -7.756954      4.800396      3.522709    -23.218033     -6.398877
   -7.138196     -9.072629     -3.4855428    -2.5978434    -6.421606
    0.7890518    -7.49716      -1.6263005    -5.2263627     0.4410389
   -7.7602515    -2.9617789    -2.8716137    -4.696283     -3.6537452
   -0.77122647   -7.117647     -1.1497066    -3.9850552    -1.8775759
   -2.2807534    -0.5470164     1.4704559     1.1472188     1.1910473
    2.7356312     1.7527344     0.91599816    1.6835972     4.2138386 ]",0,잘 돼 조금만 염치도 없이 그런 못된 짓을 꾸며 
./voice_data/M-A3-C-001-0122.wav,M,Angry,0122,"[-3.3738132e-05 -4.8280399e-05 -4.3634154e-05 ...  3.6432932e-04
  3.7252757e-04  3.9509125e-04]","[-3.2855630e+02  7.0241173e+01 -1.8064295e+01  2.3551828e+01
  3.8356450e+00 -6.7030449e+00  5.9530077e+00  7.5831139e-01
 -2.0260931e+01 -1.7264514e+00 -3.7831879e+00 -5.5682621e+00
 -1.4184343e+00 -4.0385003e+00 -4.2330484e+00  1.3633391e-01
 -3.9670036e+00 -2.2260592e+00 -4.2537289e+00  2.2845242e+00
 -5.4981165e+00 -4.9643859e-01 -4.1008415e+00 -9.7382993e-01
 -1.2057348e-01 -8.4632468e-01 -3.5076256e+00  2.9682262e+00
 -1.3867985e+00  2.7070233e-01 -2.4180639e+00 -6.5956771e-01
  1.1146171e+00  2.3332243e-01  6.0235119e-01  2.7106566e+00
  1.3497468e+00  1.7815892e+00  2.7726965e+00  4.2955737e+00]",0,오뚜기 연기 날까 
./voice_data/M-A3-C-001-0123.wav,M,Angry,0123,"[-1.0064144e-05 -3.2695687e-05 -1.2591580e-04 ...  2.9997065e-04
  2.5151961e-04  2.1261566e-04]","[-3.0880176e+02  8.5581421e+01  3.0841575e+00  2.0681778e+01
 -1.2782422e+01 -1.7517679e+01  7.7514062e+00  1.1497598e+01
 -2.4142530e+01 -7.1940427e+00 -5.1490536e+00 -1.0283674e+01
 -9.5026940e-02 -2.0153461e+00 -1.0578322e+01 -6.8765206e+00
 -9.3600368e+00 -2.3491609e+00 -9.3882685e+00  2.1581771e+00
 -3.7664583e+00 -4.5568829e+00 -5.7352390e+00 -3.3698571e+00
 -4.7408285e+00 -2.5600333e+00 -4.4659204e+00 -2.9135423e+00
 -1.7830001e+00 -4.1779203e+00 -2.1500819e+00 -1.9909344e+00
  1.1182733e+00  1.2153126e-01 -1.6449174e+00  1.6355841e-01
  7.8443778e-01  1.1939267e+00  3.7315013e+00  4.1241031e+00]",0,무슨 모험 
./voice_data/M-A3-C-001-0124.wav,M,Angry,0124,"[-0.00014582 -0.00018678 -0.00012681 ...  0.00020043  0.00025322
  0.00015642]","[-267.84894      87.1762      -10.608627     23.447145    -13.788676
  -15.057681      6.6232047     8.716692    -28.287855     -9.13936
   -5.577881    -14.211996      0.506141     -6.2890377    -7.5511484
   -1.2532767    -7.3012395    -0.5488778    -9.509914     -0.30401242
   -4.835035     -6.5872226    -5.817652     -6.3265204    -6.623788
   -1.9532481    -8.187556      1.6527523     2.6485312     6.3847203
    9.464968     10.017685      9.910944      4.5963254     4.8497987
    2.2294266     3.9382613     3.7914124     3.1862292     4.0911665 ]",0,만들어 놓고도 함부로 말하는군 
./voice_data/M-A3-C-001-0125.wav,M,Angry,0125,"[-7.0852060e-05 -1.6087855e-05  7.6213291e-06 ... -1.9306248e-03
 -6.9436966e-04 -1.7923994e-03]","[-2.7898746e+02  7.3513443e+01 -1.7389883e+01  2.0244469e+01
 -1.3639380e+01 -1.1143439e+01  1.1369540e+01  2.0891237e+00
 -2.5550415e+01 -3.5256155e+00 -2.2742786e+00 -6.4212832e+00
  1.7234191e+00 -3.4328399e+00 -5.4191155e+00 -1.3328472e+00
 -6.7480140e+00 -2.2810352e+00 -8.5898476e+00  1.3678926e+00
 -4.8819256e+00 -2.6468587e+00 -4.6763344e+00 -2.9576612e+00
 -3.3810728e+00 -4.0171881e+00 -4.3314199e+00 -1.7109584e+00
 -4.0294762e+00 -5.6461602e-01 -2.4703412e-01  3.6840703e+00
  6.0438437e+00  4.7822618e+00  5.3671021e+00  5.5068741e+00
  4.1724057e+00  6.0009851e+00  5.8849125e+00  5.2902942e+00]",0,말이 안 나오는군 
./voice_data/M-A3-C-001-0126.wav,M,Angry,0126,"[-1.0082186e-06  1.1825261e-06 -1.4029636e-06 ... -3.7003338e-05
 -4.5671310e-05 -2.8395136e-05]","[-2.4737631e+02  8.7224884e+01 -1.7866716e+01  1.9522907e+01
 -5.2265859e+00 -1.8805714e+01 -9.8268718e-02  5.8841658e+00
 -3.1248571e+01 -9.4222984e+00 -6.9928403e+00 -1.1377915e+01
 -1.3425540e+00 -9.6007566e+00 -8.6636381e+00 -2.0601721e+00
 -8.9436464e+00 -2.4089241e+00 -9.5988379e+00  7.2024232e-01
 -9.0541868e+00 -5.1324587e+00 -5.3099580e+00 -6.9683270e+00
 -2.5343471e+00 -7.1609408e-01 -5.9937296e+00  3.8948512e+00
  1.7024713e+00  4.6195478e+00  5.7704878e+00  5.6200986e+00
  6.9960465e+00  4.4632020e+00  4.4038610e+00  4.8654909e+00
  5.2033629e+00  5.9668293e+00  4.4648938e+00  3.3045082e+00]",0,그렇게 안 봤는데 옹졸하게 
./voice_data/M-A3-C-001-0127.wav,M,Angry,0127,[0.0001478  0.00022016 0.00019121 ... 0.00097213 0.0010678  0.00071364],"[-2.5417833e+02  7.1662781e+01 -1.2407806e+00  2.9057962e+01
 -3.3848495e+00 -9.5060291e+00  3.3414156e+00  4.6224084e+00
 -2.2966042e+01 -3.2057080e+00 -7.3504195e+00 -7.8874145e+00
 -1.7956446e-01 -2.2390437e+00 -4.9907203e+00  6.0333300e-01
 -6.1117311e+00 -3.3801854e-01 -5.6668019e+00  2.8216636e+00
 -4.3449225e+00 -1.2551234e+00 -2.1986158e+00 -3.8017983e+00
 -3.3582804e+00 -2.6351376e+00 -7.6321087e+00 -1.4991353e-01
 -3.6052501e+00 -7.6991236e-01  1.8618777e-02  8.8294733e-01
  2.5879996e+00  2.7033432e+00  2.6033945e+00  4.2922335e+00
  5.4840875e+00  4.3839641e+00  6.2593913e+00  6.1307254e+00]",0,영도 유분수지 그래 놓고도 뭐가 어쩌고 어째 
./voice_data/M-A3-C-001-0128.wav,M,Angry,0128,"[-1.2506824e-05 -1.3318905e-05  4.6597133e-06 ... -3.2940434e-04
 -3.1689415e-04 -3.6324345e-04]","[-2.4267398e+02  8.3376465e+01 -6.9668775e+00  3.0278439e+01
 -8.1437979e+00 -1.6191734e+01  1.7133995e+00  8.1574993e+00
 -3.1244753e+01 -4.1205087e+00 -6.5532565e+00 -1.0086199e+01
 -1.7358860e+00 -6.7934737e+00 -7.4052076e+00  1.2945559e+00
 -8.3983698e+00 -2.3415075e-01 -4.5920081e+00  2.4025037e+00
 -5.8864279e+00 -2.8076832e+00 -2.6986084e+00 -7.4276752e+00
 -2.8382649e+00 -2.8534691e+00 -1.2137081e+01 -1.7034773e+00
 -4.4171338e+00 -2.0761945e+00 -1.2160848e+00  1.1005895e+00
  2.3015394e+00  2.3952608e+00  3.5271184e+00  5.4651442e+00
  5.8827376e+00  6.9822464e+00  6.5359120e+00  8.2539606e+00]",0,날 죽여 놓고도 고작이라고 하겠군 
./voice_data/M-A3-C-001-0129.wav,M,Angry,0129,"[-0.00014983 -0.00021684 -0.00019331 ...  0.00020561  0.00019537
  0.00021464]","[-3.2302707e+02  6.5738014e+01 -5.9433107e+00  2.8309343e+01
  3.6746728e+00 -7.6273847e+00 -2.3569953e+00  6.2786241e+00
 -1.8713612e+01 -5.1060510e+00 -3.7770686e+00 -7.7844205e+00
 -1.0778323e+00 -5.0927955e-01 -6.4763932e+00 -6.8790311e-01
 -6.4045100e+00 -5.3767258e-01 -5.8363523e+00  3.7753408e+00
 -2.3012307e+00  2.6139903e+00 -9.5220572e-01 -1.4930793e+00
 -1.6106942e+00  7.8624421e-01 -3.4559226e+00 -1.1948067e+00
  3.1735012e-01  6.3741744e-01 -2.7606957e+00 -2.1271939e+00
 -1.1863070e-01 -2.9908481e+00 -2.4767966e+00 -2.5364206e+00
 -1.0958055e+00  1.1076385e+00  1.2636420e+00  2.9725935e+00]",0,
